Agency,Uploaded On,Description,Saved
USAID,3/10/2025,USAID HOST AND IMPACTED COMMUNITY RESILIENCE ACTIVITY - DEVELOPMENT INNOVATION VENTURES (DIV),28523178.0
USAID,3/10/2025,USAID'S MATERNAL AND CHILD HEALTH IN THE CHATTAGRAM HILL TRACTS OF BANGLADESH ACTIVITY,1027246.0
USAID,3/10/2025,"EMPOWER CONFLICT-AFFECTED COMMUNITIES IN SOUTHEAST BURMA TO CREATE A LOCALLY-DRIVEN, COMMUNITY-OWNED DEVELOPMENT AGENDA TO IMPROVE SOCIAL COHESION AND BUILD RESILIENCE TO PROTRACTED CRISES AND FUTURE SHOCKS.",10000000.0
USAID,3/10/2025,"THE PURPOSE OF THIS AWARD IS TO IMPROVE ACCESS TO HIGH-QUALITY; PATIENT-CENTERED CARE FOR DRUG SUSCEPTIBLE TUBERCULOSIS, DRUG-RESISTANT TB AND TB/HIV SERVICES IN BURMA.",1300000.0
USAID,3/10/2025,CONTROLLING HIV EPIDEMIC IN NORTHERN DOMINICAN REPUBLIC (DR).,1002500.0
USAID,3/10/2025,"THE PURPOSE OF THIS ACTIVITY IS GENERATING INCLUSIVE ECONOMIC OPPORTUNITIES FOR RURAL COMMUNITIES BY FORMALIZING DIRECT RELATIONSHIPS WITH THEIR SUPPLIERS. BY STREAMLINING THE VALUE CHAIN, WHILE ALSO INCREASING FARMER ACCESS TO KNOWLEDGE AND FINANCIAL SERVICES, FARMERS WILL EARN HIGHER INCOMES AND CONTRIBUTE TO ECONOMIC REVITALIZATION IN THEIR COMMUNITIES.",0.0
USAID,3/10/2025,"USAID WILL CO-INVEST WITH THE PRIVATE SECTOR TO DEVELOP AND PROMOTE INVESTMENT IN GUATEMALAN ENTREPRENEURS AND INNOVATORS WHO ARE CREATING TECHNOLOGY-DRIVEN, MARKET-LED DEVELOPMENT SOLUTIONS AND NEED INVESTMENT CAPITAL TO ADDRESS DEVELOPMENT CHALLENGES. ENTREPRENEURS AND BUSINESSES WILL BE WORKING CROSS-SECTORALLY TO BUILD RESILIENCE TO CLIMATE CHANGE BY EXPANDING RENEWABLE ENERGY, INCREASING ACCESS TO RENEWABLE ENERGY, HEALTH, AGRICULTURE, WATER AND SANITATION, INFORMATION TECHNOLOGY INCLUDING TELEMEDICINE, FINTECH, AND EDUCATION IN REGIONS WITH HIGH LEVELS OF OUT MIGRATION, AND STRENGTHENING FOOD SECURITY AND NUTRITION.",2549999.0
USAID,3/10/2025,"THE FEED THE FUTURE PROSPERITY IN COFFEE ACTIVITY (PROSPERANDO LA CAFICULTURA IN SPANISH,) WILL DEVELOP A MODEL FOR DELIVERING TECHNICAL ASSISTANCE TO FARMER HOUSEHOLDS THAT ALLOWS ALL ACTORS IN THE COFFEE SUPPLY CHAIN TO OPERATE IN A PROFITABLE AND SUSTAINABLE MANNER, WHILE SAFEGUARDING NATURAL RESOURCES AND THE OVERALL ATTRACTIVENESS OF THE COFFEE SECTOR FOR FUTURE GENERATIONS. USAID INVESTMENTS OF APPROXIMATELY $7 MILLION OVER FIVE YEARS WILL LEVERAGE AT LEAST AN ADDITIONAL ESTIMATED $15 MILLION FROM PRIVATE SECTOR PARTNERS, IN SUPPORT OF THE FOLLOWING OBJECTIVES: OBJECTIVE 1. TECHNICAL ASSISTANCE SERVICE EMBEDDED IN BECAMO’S BUSINESS MODEL. OBJECTIVE 2. PRODUCTIVITY AND PROFITABILITY OF COFFEE PRODUCTION INCREASED. OBJECTIVE 3. INCREASED COFFEE FARMER’S ACCESS TO AGRICULTURAL FINANCING. OBJECTIVE 4. INCREASED ACCESS TO HIGH QUALITY MARKETS.",4200000.0
USAID,3/10/2025,HUMANITARIAN ASSISTANCE - WILDFIRE RESPONSE IN BOLIVIA.,0.0
USAID,3/10/2025,"THE OBJECTIVE OF THIS ACTIVITY IS TO ADDRESS THE NEEDS OF PEOPLE LIVING WITH HIV (PLHIV) AND THOSE MOST AT RISK OF ACQUIRING HIV AND CONTRIBUTE TO HIV MITIGATION AND EPIDEMIC CONTROL, THE PROGRAM SEEKS TO IMPROVE THE HEALTH OUTCOMES OF PRIORITY POPULATIONS IN THE HIGHEST HIV-BURDEN PROVINCES OF ZAMBIA.",0.0
USAID,3/10/2025,"THE PURPOSE OF THIS GRANT IS TO PREVENT NEW HIV INFECTIONS AND CONTINUE CARE FOR OVC AND THEIR CAREGIVERS CURRENTLY SUPPORTED UNDER THE ICYD MECHANISM AND TO EXPAND THE REACH OF OVC CORE ACTIVITIES IN THE SELECTED DISTRICTS. THIS ACTIVITY WILL ADDRESS CRITICAL BARRIERS TO HIV SERVICE ACCESS, UPTAKE, AND ADHERENCE AND SCALE UP ACCESS TO HIGH-IMPACT HIV PREVENTION SERVICES, IMPROVING HEALTH AND SOCIAL WELL-BEING OUTCOMES AMONG OVC AND AGYW AND THEIR FAMILIES.",6720607.0
USAID,3/10/2025,"USAID ESPOIR 2030-LUALABA WILL WORK WITH THE GOVERNMENT OF THE DRC (GDRC) AND OTHER USAID IMPLEMENTING PARTNERS TO DELIVER HIGH QUALITY, ACCESSIBLE HIV/AIDS RELATED SERVICES TOWARDS ACHIEVING HIV EPIDEMIC CONTROL. THIS AWARD WILL FOCUS ON SERVICE DELIVERY IN FOURTEEN (14) HEALTH ZONES IN LUALABA PROVINCE. THE RECIPIENT WILL ALIGN THEIR ACTIVITIES WITH THE JOINT UNITED NATIONS PROGRAM ON HIV/AIDS (UNAIDS) 95-95-95 APPROACH, WHICH SETS AMBITIOUS TREATMENT TARGETS TO END THE AIDS EPIDEMIC BY 2030. THE SERVICE DELIVERY MODEL INCLUDES ALL ASPECTS OF HIV EPIDEMIC CONTROL, ORPHANS AND VULNERABLE CHILDREN (OVC) AND SOME KEY POPULATIONS (KPS) PROGRAMMING, TO ENSURE SMOOTH TRANSITION OF THE EXISTING KEY POPULATIONS PROGRAM (EPIC). THE ACTIVITY WILL STRENGTHEN THE INTEGRATION OF HIV/TUBERCULOSIS (TB) SERVICES, SCREENING AND MANAGEMENT OF CO-OCCURRING CONDITIONS INCLUDING OTHER OPPORTUNISTIC INFECTIOUS AND NON-COMMUNICABLE DISEASES; AND PROVIDE DIRECT, COMPREHENSIVE SERVICES TO OVC.",5100000.0
USAID,3/10/2025,"USAID ULINZI IS PHASED THREE-YEAR ACTIVITY THAT WILL FOCUS ON SERVICE DELIVERY TO SUPPORT EXISTING IMPLEMENTERS IN PEPFAR SUPPORTED PROVINCES WITH PROGRESSIVE EXPANSION OVER THE LIFE OF THE ACTIVITY. IN YEAR 1, THE ACTIVITY WILL START IN LUALABA AND WILL THEN EXPAND TO HAUT-KATANGA ACCORDING TO THE NEEDS. THIS SERVICE DELIVERY ACTIVITY WILL INCLUDE ALL ASPECTS OF THE HIV EPIDEMIC CONTROL OF KEY AND VULNERABLE POPULATIONS (FEMALE SEX WORKERS [FSW] AND THEIR CLIENTS AND THEIR KIDS, MEN WHO HAVE SEX WITH MEN [MSM], TRANSGENDER, PEOPLE WHO INJECT DRUGS AND PEOPLE IN PRISON).",1250004.0
USAID,3/10/2025,"THIS IS A FIXED AMOUNT AWARD COOPERATIVE AGREEMENT PURSUANT TO THE FUNDING OPPORTUNITY #72066024RFA00003. SUBJECT TO FUNDING AVAILABILITY, USAID INTENDS TO FUNDS A ESTIMATED AMOUNT OF $15,300,000 FOR THE PLAN 5 YEARS FIXED AMOUNT AWARD (PHASE 1: 8.7M & PHASE II: 6.6M)",13950000.0
USAID,3/10/2025,"THIS ACTIVITY WILL INCLUDE A MIX OF EVIDENCE-BASED INTERVENTIONS AIMED AT REDUCING THE RISK OF HIV AND MITIGATING ITS IMPACT AMONG ORPHANED AND VULNERABLE CHILDREN (OVC) (0-17 YEARS) AND ADOLESCENT GIRLS AND YOUNG WOMEN (AGYW) (9-29 YEARS). THE PROJECT WILL BE IMPLEMENTED IN SIX CONSTITUENCIES IN THE SHISELWENI REGION NAMELY HOSEA, MASEYISINI, SHISELWENI 2, SANDLENI, KUMETHULA AND NGUDZENI.",1949400.0
USAID,3/10/2025,"CONTRIBUTE TO EPIDEMIC CONTROL IN ESWATINI BY INCREASING THE RURAL AND PERI-URBAN POOR’S ACCESS TO CORE HIV PREVENTION, DIAGNOSIS, TREATMENT, CARE AND SUPPORT SERVICES THROUGH A UNIQUE MOBILE OUTREACH",2823703.0
USAID,3/10/2025,ENGAGE MEN’S HEALTH: COMPREHENSIVE HEALTH SERVICES FOR MSM IN SOUTH AFRICA ACTIVITY,6676987.0
USAID,3/10/2025,,2000000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,,500000.0
USAID,3/10/2025,"TO APPROVE A NEW IDA EMERGENCY AWARD TO CRS IN MADAGASCAR FOR AGRICULTURAL SUPPORT AND OBLIGATE $2,499,996. (AF20212382)",0.0
USAID,3/10/2025,H2H NETWORK – RAPID RESPONSE FUND AND ACCELERATOR,0.0
USAID,3/10/2025,"NEW AWARD; YEAR 1 OF A 24 MONTH INCREMENTALLY FUNDED AWARD TO A CRS-LED PARTNER CONSORTIUM ACROSS 10 SECTORS IN BORNO STATE/JERE LGA, NE NIGERIA.",0.0
USAID,3/10/2025,"FOOD SECURITY AWARD TO ASSIST VULNERABLE COMMUNITIES IN INTIBUCA, LA PAZ, CORTES, AND SANTA BARBARA DEPTS.",0.0
USAID,3/10/2025,"(AF20221596) NRC MOZAMBIQUE: TO PROVIDE ECONOMIC RECOVERY, AGRICULTURE, LIVELIHOODS, AND MULTI-PURPOSE CASH ASSISTANCE, TO COMMUNITIES AFFECTED BY DISPLACEMENT IN CABO DELGADO.",0.0
USAID,3/10/2025,"AWARDING AGENCY: U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT CFDA LISTING / ASSISTANCE LISTING: 98.001 – USAID FOREIGN ASSISTANCE FOR PROGRAMS OVERSEAS CFDA NARRATIVE EXCERPT: THE PURPOSE OF USAID’S BUREAU FOR HUMANITARIAN ASSISTANCE (BHA) IS TO PROVIDE LIFE-SAVING HUMANITARIAN ASSISTANCE—INCLUDING FOOD, WATER, SHELTER, EMERGENCY HEALTHCARE, AND OTHER CRITICAL AID— TO THE WORLD’S MOST VULNERABLE AND HARDEST-TO-REACH POPULATION AFFECTED BY NATURAL, MAN-MADE AND COMPLEX DISASTER. BHA IS THE LEAD FEDERAL COORDINATOR FOR INTERNATIONAL DISASTER ASSISTANCE, HARNESSING THE EXPERTISE AND UNIQUE CAPACITIES OF OTHER U.S. GOVERNMENT, NON-U.S. ENTITIES & PUBLIC INTERNATIONAL ORGANIZATIONS TO EFFECTIVELY RESPOND TO NATURAL DISASTERS, COMPLEX CRISES AND FOOD INSECURITY AROUND THE WORLD. RECIPIENT: ACTION CONTRE LA FAIM (ACF) THIS AWARD WILL PROVIDE FINANCIAL SUPPORT TO ACTION CONTRE LA FAIM FOR A PROGRAM ENTITLED, “MULTISECTOR EMERGENCY RESPONSE AND CRISIS RESILIENCE TO THE CONFLICT-AFFECTED POPULATIONS IN CABO DELGADO” IN MOZAMBIQUE. THE GOAL IS TO RESPOND TO THE CONFLICT-AFFECTED POPULATIONS NEEDS IN THE CABO DELGADO PROVINCE THROUGH LIVE-SAVING AND SUSTAINING INTERVENTIONS TO BUILD COMMUNITIES RESILIENCE. THE TOTAL NUMBER OF BENEFICIARIES THAT WILL BE SUPPORTED UNDER THIS AWARD IS 36,283 INDIVIDUALS.",3375000.0
USAID,3/10/2025,"AWARDING AGENCY: U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT CFDA LISTING / ASSISTANCE LISTING: 98.001 – USAID FOREIGN ASSISTANCE FOR PROGRAMS OVERSEAS CFDA NARRATIVE EXCERPT: THE PURPOSE OF USAID’S BUREAU FOR HUMANITARIAN ASSISTANCE (BHA) IS TO PROVIDE LIFE-SAVING HUMANITARIAN ASSISTANCE—INCLUDING FOOD, WATER, SHELTER, EMERGENCY HEALTHCARE, AND OTHER CRITICAL AID— TO THE WORLD’S MOST VULNERABLE AND HARDEST-TO-REACH POPULATION AFFECTED BY NATURAL, MAN-MADE AND COMPLEX DISASTER. BHA IS THE LEAD FEDERAL COORDINATOR FOR INTERNATIONAL DISASTER ASSISTANCE, HARNESSING THE EXPERTISE AND UNIQUE CAPACITIES OF OTHER U.S. GOVERNMENT, NON-U.S. ENTITIES & PUBLIC INTERNATIONAL ORGANIZATIONS TO EFFECTIVELY RESPOND TO NATURAL DISASTERS, COMPLEX CRISES AND FOOD INSECURITY AROUND THE WORLD. RECIPIENT: SOLIDARITÉS INTERNATIONAL (SI) THIS AWARD WILL PROVIDE FINANCIAL SUPPORT TO SOLIDARITÉS INTERNATIONAL FOR A PROGRAM ENTITLED, “INTEGRATED MULTI-SECTORAL RESPONSE TO SUDDEN SHOCKS AND ACUTE NEEDS OF CONFLICT AFFECTED POPULATION IN CABO DELGADO PROVINCE” IN MOZAMBIQUE. THE GOAL IS TO PROVIDE LIFE-SAVING SUPPORT AND IMPROVE LIVING CONDITIONS FOR CONFLICT AFFECTED PEOPLE IN CABO DELGADO THROUGH AN INTEGRATED RESPONSE AIMED TO ENSURE TIMELY AND SUSTAINABLE ACCESS TO BASIC NEEDS IN WASH, SHELTER/NFI, AND FOOD SECURITY. THE TOTAL NUMBER OF BENEFICIARIES THAT WILL BE SUPPORTED UNDER THIS AWARD IS 64,666 INDIVIDUALS.",0.0
USAID,3/10/2025,HUMANITARIAN ASSISTANCE TO VULNERABLE COMMUNITIES IN EL SALVADOR,0.0
USAID,3/10/2025,NEW AWARD- INCLUSIVE WASH ASSISTANCE FOR DISPLACED IRAQIS,0.0
USAID,3/10/2025,"AWARDING AGENCY: U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT CFDA LISTING / ASSISTANCE LISTING: 98.001 – USAID FOREIGN ASSISTANCE FOR PROGRAMS OVERSEAS CFDA NARRATIVE EXCERPT: THE PURPOSE OF USAID’S BUREAU FOR HUMANITARIAN ASSISTANCE (BHA) IS TO PROVIDE LIFE-SAVING HUMANITARIAN ASSISTANCE—INCLUDING FOOD, WATER, SHELTER, EMERGENCY HEALTHCARE, AND OTHER CRITICAL AID— TO THE WORLD’S MOST VULNERABLE AND HARDEST-TO-REACH POPULATION AFFECTED BY NATURAL, MAN-MADE AND COMPLEX DISASTER. BHA IS THE LEAD FEDERAL COORDINATOR FOR INTERNATIONAL DISASTER ASSISTANCE, HARNESSING THE EXPERTISE AND UNIQUE CAPACITIES OF OTHER U.S. GOVERNMENT, NON-U.S. ENTITIES & PUBLIC INTERNATIONAL ORGANIZATIONS TO EFFECTIVELY RESPOND TO NATURAL DISASTERS, COMPLEX CRISES AND FOOD INSECURITY AROUND THE WORLD. RECIPIENT: AGENCY FOR TECHNICAL COOPERATION AND DEVELOPMENT (ACTED) THIS AWARD WILL PROVIDE FINANCIAL SUPPORT TO ACTED FOR A PROGRAM ENTITLED, “ADDRESSING FOOD INSECURITY AND SUPPORTING VULNERABLE CONFLICT-AFFECTED POPULATIONS IN AND OUT OF FORMAL AND INFORMAL DISPLACEMENT SETTINGS THROUGH COORDINATION AND DELIVERY OF ESSENTIAL, LIFE-SAVING SERVICES IN THE NORD AND EST REGIONS OF BURKINA FASO“ IN BURKINA FASO. THE GOAL IS TO PROVIDE MULTI-SECTORAL LIFESAVING ASSISTANCE TO PEOPLE AFFECTED BY DISPLACEMENTS, INCLUDING PEOPLE IN PROTRACTED DISPLACEMENT THAT NEED HUMANITARIAN ASSISTANCE, THROUGH IMMEDIATE FOOD AND LIVELIHOOD ASSISTANCE, AS WELL AS COMPLEMENTARY ASSISTANCE TO COVER THE MOST PRESSING NEEDS OF THE MOST VULNERABLE AMONG BOTH DISPLACED AND HOST COMMUNITIES IN NORD AND EST REGIONS OF BURKINA FASO. THE TOTAL NUMBER OF BENEFICIARIES THAT WILL BE SUPPORTED UNDER THIS AWARD IS 77,770 INDIVIDUALS.",0.0
USAID,3/10/2025,SUPPORTING NGO CO-COORDINATION IN THE PROTECTION AND WASH CLUSTERS AND PROVIDING PROTECTION ASSISTANCE TO CRISIS AFFECTED POPULATIONS IN SOUTH SUDAN,0.0
USAID,3/10/2025,"THE PROJECT IS TO RESTORE AND IMPROVE CROP PRODUCTION AND RESILIENCE THROUGH THE PROVISION OF SEEDS OF MAJOR CROPS AND SEEDS OF NUTRIENT DENSE VEGETABLES, TRAINING IN GOOD AGRICULTURAL PRACTICES AND LINKS TO INPUT SUPPLIERS.",0.0
USAID,3/10/2025,"TO SUPPORT AGRICULTURE, ECONOMIC RECOVERY AND MARKET SUPPORT, FOOD SECURITY, AND MULTI-PURPOSE CASH ASSISTANCE ACTIVITIES IN CAR.",0.0
USAID,3/10/2025,THIS PROGRAM WILL PROVIDE LIFE SAVING ASSISTANCE TO VULNERABLE HOUSEHOLDS IN BORENA ZONE OF SOUTHERN ETHIOPIA AND ENHANCE THEIR RESILIENCE OF CLIMATIC SHOCKS THROUGH EMERGENCY AND LIVELIHOOD SUPPORT,0.0
USAID,3/10/2025,"HEALTH, NUTRITION, PROTECTION AND SHELTER AND SETTLEMENTS ACTIVITIES FOR CONFLICT AFFECTED COMMUNITIES IN BURMA",0.0
USAID,3/10/2025,FOR A NEW PROTECTION AWARD IN MALI.,0.0
USAID,3/10/2025,"AWARDING AGENCY: U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT CFDA LISTING / ASSISTANCE LISTING: 98.001 – USAID FOREIGN ASSISTANCE FOR PROGRAMS OVERSEAS CFDA NARRATIVE EXCERPT: THE PURPOSE OF USAID’S BUREAU FOR HUMANITARIAN ASSISTANCE (BHA) IS TO PROVIDE LIFE-SAVING HUMANITARIAN ASSISTANCE—INCLUDING FOOD, WATER, SHELTER, EMERGENCY HEALTHCARE, AND OTHER CRITICAL AID— TO THE WORLD’S MOST VULNERABLE AND HARDEST-TO-REACH POPULATION AFFECTED BY NATURAL, MAN-MADE AND COMPLEX DISASTER. BHA IS THE LEAD FEDERAL COORDINATOR FOR INTERNATIONAL DISASTER ASSISTANCE, HARNESSING THE EXPERTISE AND UNIQUE CAPACITIES OF OTHER U.S. GOVERNMENT, NON-U.S. ENTITIES & PUBLIC INTERNATIONAL ORGANIZATIONS TO EFFECTIVELY RESPOND TO NATURAL DISASTERS, COMPLEX CRISES BY PROVIDING EMERGENCY AND FOOD ASSISTANCE AROUND THE WORLD. RECIPIENT – DANISH REFUGEE COUNCIL (DRC) THIS AWARD WILL PROVIDE FINANCIAL SUPPORT TO DANISH REFUGEE COUNCIL FOR A PROGRAM ENTITLED, “INTEGRATED EMERGENCY AND POST-EMERGENCY ASSISTANCE FOR CRISIS-AFFECTED COMMUNITIES OF SOUTHWEST CAMEROON” IN CAMEROON. THE THEORY OF CHANGE IS IF DRC FACILITATES CONFLICT-AFFECTED HOUSEHOLDS’ CAPACITY TO RESPOND TO THEIR BASIC FOOD, NON-FOOD AND PROTECTION NEEDS, AS WELL AS RESTORE THEIR LIVELIHOODS, AND BUILD THEIR INDIVIDUAL AND COLLECTIVE CAPACITIES; THEN THOSE HOUSEHOLDS WILL EXPERIENCE IMPROVED FOOD SECURITY, PSYCHOSOCIAL AND ECONOMIC WELL-BEING, REDUCED EXPOSURE TO PROTECTION RISKS AND BE MORE RESILIENT TO SHOCKS. THE TOTAL NUMBER OF BENEFICIARIES THAT WILL BE SUPPORTED UNDER THIS AWARD IS 14,715 INDIVIDUALS.",0.0
USAID,3/10/2025,"TO PROVIDE PROTECTION, FOOD ASSISTANCE, AND ECONOMIC RECOVERY TO 13,200 DISPLACED AND CONFINED PERSONS IN COLOMBIA OVER AN 18-MONTH PERIOD.",0.0
USAID,3/10/2025,TO PROVIDE VITAL MULTISECTORAL ASSISTANCE FOR CONFLICT-AFFECTED POPULATION IN SUDAN.,0.0
USAID,3/10/2025,"THIS AWARD WILL PROVIDE FINANCIAL SUPPORT TO IRC FOR A PROGRAM ENTITLED, “MULTISECTOR EMERGENCY RESPONSE FOR CRISIS-AFFECTED POPULATIONS IN BURKINA FASO” IN BURKINA FASO. THE GOAL IS TO SAVE LIVES AND BUILD THE RESILIENCE OF CRISIS-AFFECTED PEOPLE BY PROVIDING AN INTEGRATED AND MULTISECTORAL ASSISTANCE IN HEALTH, NUTRITION, WASH, PROTECTION, MULTIPURPOSE CASH ASSISTANCE, ECONOMIC RECOVERY AND MARKET SYSTEMS THROUGH EMERGENCY AND EARLY RECOVERY ACTIONS IN THE REGIONS MOST AFFECTED BY CONFLICT IN BURKINA FASO.",3000000.0
USAID,3/10/2025,"THIS TWO YEAR AWARD WILL ALLOW IRC MALI TO IMPLEMENT A MULTISECTORAL EMERGENCY RESPONSE TO ENABLE CONFLICT-AFFECTED PEOPLE IN MOPTI AND MENAKA REGIONS TO BE 1) PROTECTED FROM, AND TREATED FOR, THE MAIN CAUSES OF MORBIDITY AND MORTALITY 2) SUPPORTED TO MITIGATE AND RESPOND TO CHILD PROTECTION CONCERNS THROUGH PROTECTION RESPONSE SERVICES AND POSITIVE COPING MECHANISMS FOR GIRLS AND BOYS; AND 3) PROVIDED WITH UNCONDITIONAL CASH ASSISTANCE DELIVERED TO MOST VULNERABLE WOMEN AND MEN HOUSEHOLDERS WITHOUT ECONOMIC RESOURCES TO COVER THEIR BASIC FOOD NEEDS",0.0
USAID,3/10/2025,"SAFETY AND DIGNITY FOR PEOPLE AFFECTED BY THE HUMANITARIAN CRISES IN VENEZUELA THROUGH AN INTEGRATED FOOD SECURITY, WASH, NUTRITION AND PROJECTION RESPONSE.",0.0
USAID,3/10/2025,"18 MONTH AWARD THAT WILL IMPROVE IDP'S ACCESS TO MULTI-SECTORAL SERVICES: FOOD ASSISTANCE, AGRICULTURE, PROTECTION AN SHELTER ASSISTANCE IN COLOMBIA.",0.0
USAID,3/10/2025,NEW AWARD IN CAMEROON FOR NUTRITION AND HEALTH SECTOR ACTIVITIES,0.0
USAID,3/10/2025,"THIS AWARD WILL PROVIDE FINANCIAL SUPPORT TO IRC FOR A PROGRAM ENTITLED, “INTEGRATED PROTECTION, CASH, AND LIVELIHOOD RESPONSE FOR CRISIS-AFFECTED PERSONS IN THE LAC PROVINCE, CHAD.” THE ACTIVITY GOAL IS TO PREVENT AND RESPOND TO GENDER BASED VIOLENCE THROUGH THE PROVISION OF INTEGRATED AND INCLUSIVE PROTECTION, HEALTH, MULTIPURPOSE CASH ASSISTANCE, AND LIVELIHOOD ASSISTANCE TO IDPS AND HOST COMMUNITIES IN LAKE CHAD PROVINCE. THE TOTAL NUMBER OF BENEFICIARIES THAT WILL BE SUPPORTED UNDER THIS AWARD IS 425,864.",0.0
USAID,3/10/2025,"FOR A NEW AWARD IN SHELTER AND SETTLEMENTS, WATER, SANITATION AND HYGIENE, ECONOMIC RECOVERY AND MARKET SYSTEMS, AND HUMANITARIAN COORDINATION IN BURKINA FASO.",0.0
USAID,3/10/2025,"THIS AWARD WILL PROVIDE FINANCIAL SUPPORT TO CARITAS BRASILEIRA FOR A PROGRAM ENTITLED, SUMAUMA: NOURISHING LIVES” IN BRAZIL. THE GOAL IS VULNERABLE VENEZUELAN MIGRANTS AND REFUGEES IN BRAZIL ARE ABLE TO MEET THEIR IMMEDIATE FOOD NEEDS. THE TOTAL NUMBER OF BENEFICIARIES THAT WILL BE SUPPORTED UNDER THIS AWARD IS 13,000.",1514416.0
USAID,3/10/2025,"THIS AWARD WILL PROVIDE FINANCIAL SUPPORT TO CRS FOR A PROGRAM ENTITLED, “KISILI EMERGENCY RAPID RESPONSE MECHANISM PROJECT – PHASE 6” IN MALI. THE THEORY OF CHANGE IS “IF COMMUNITIES IN CRISIS HAVE INCREASED ACCESS TO SUFFICIENT QUANTITY AND QUALITY OF DAILY FOOD, THE MEANS TO AVOID WASH-RELATED DISEASE TRANSMISSION, SAFE AND DIGNIFIED SHELTER, AND HUMANITARIAN ASSISTANCE IS BETTER COORDINATED, THEN THE AFFECTED COMMUNITIES WILL SURVIVE.” THE TOTAL NUMBER OF PARTICIPANTS THAT WILL BE SUPPORTED UNDER THIS AWARD IS 56,000.",6603312.0
USAID,3/10/2025,"NEW 12-MONTH AWARD FOR AGRICULTURE, ERMS, AND PROTECTION ACTIVITIES IN OUAKA PREFECTURE.",0.0
USAID,3/10/2025,"NEW IDA AWARD OF $2,200,000 FOR FOOD ASSISTANCE, ERMS, AND SHELTER AND SETTLEMENTS ACTIVITIES IN CAMEROON.",0.0
USAID,3/10/2025,RECIPIENT WILL IMPLEMENT KOMINOTÉ ANGAJE POU CHANJMAN (KACH),0.0
USAID,3/10/2025,"A NEW 24 MONTH AWARD FOR EMERGENCY PROTECTION, HEALTH, AND WASH ACTIVITIES IN VENEZUELA.",0.0
