Agency,Description,Uploaded On,Link,Saved
Inter-American Foundation,MELS SERVICES IN COSTA RICA/PANAMA,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124C00004&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Inter-American Foundation,MELS ECUADOR,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125C00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Inter-American Foundation,MELS SERVICES IN PARAGUAY/URUGUAY,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124P00001&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Inter-American Foundation,IT INFRASTRUCTURE SUPPORT SERVICES FOR THE IAF,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343121C00018&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,597933.0
Inter-American Foundation,GRANTS MANAGEMENT SYSTEM (GMS) FOR INTER-AMERICAN FOUNDATION,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123F00003&modNumber=P00007&idvAgencyID=&idvPIID=47QTCA19D00DR&contractType=AWARD,124919.0
Inter-American Foundation,EIS DATA SERVICES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343121F00014&modNumber=P00008&idvAgencyID=&idvPIID=GS00Q17NSD3006&contractType=AWARD,483882.0
Inter-American Foundation,TRAVEL SUPPORT SERVICES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343119P00004&modNumber=P00012&idvAgencyID=&idvPIID=&contractType=AWARD,438924.0
Inter-American Foundation,TRANSLATION AND INTERPRETATION SERVICES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343121F00026&modNumber=P00013&idvAgencyID=&idvPIID=47QRAA21D0012&contractType=AWARD,201959.0
Inter-American Foundation,CRM SYSTEM,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343122F00003&modNumber=P00006&idvAgencyID=&idvPIID=75N98120D00039&contractType=AWARD,98717.0
Inter-American Foundation,Personal Services Contract,3/7/2025,,194027.0
Inter-American Foundation,"TASK ORDER 1 IN-COUNTRY SUPPORT FOR ARGENTINA, CHILE, AND URUGUAY",3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00004&modNumber=P00001&idvAgencyID=&idvPIID=20343125D00003&contractType=AWARD,0.0
Inter-American Foundation,TASK ORDER FOR NEW HONDURAS IDIQ,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00003&modNumber=P00001&idvAgencyID=&idvPIID=20343125D00002&contractType=AWARD,0.0
Inter-American Foundation,WEB HOSTING SERVICES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00028&modNumber=P00001&idvAgencyID=&idvPIID=20343123A00004&contractType=AWARD,0.0
Inter-American Foundation,LABOR RELATIONS CONSULTATION SERVICES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00009&modNumber=P00001&idvAgencyID=&idvPIID=GS02F013GA&contractType=AWARD,309301.0
Inter-American Foundation,NETWORK SECURITY ENGINEER II,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00012&modNumber=P00001&idvAgencyID=&idvPIID=20343125A00001&contractType=AWARD,0.0
Inter-American Foundation,ISSUE NEW TASK ORDER AGAINST 20343120D00002,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00024&modNumber=P00002&idvAgencyID=&idvPIID=20343120D00002&contractType=AWARD,0.0
Inter-American Foundation,ENGLISH SPEAKING CARIBBEAN AUDIT IDIQ TASK ORDER 3/OPTION YEAR 2,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00013&modNumber=P00001&idvAgencyID=&idvPIID=20343123D00004&contractType=AWARD,0.0
Inter-American Foundation,EIS PHONE SERVICES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343121F00013&modNumber=P00010&idvAgencyID=&idvPIID=GS00Q17NSD3006&contractType=AWARD,86392.0
Inter-American Foundation,ENTERPRISE CLOUD NETWORK,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124P00003&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,109365.0
Inter-American Foundation,LLAS IDIQ FOR HAITI,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343120D00002&modNumber=P00012&idvAgencyID=&idvPIID=&contractType=IDV,66319.0
Inter-American Foundation,ZOOM AND ZOOM WEBINAR,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343121F00005&modNumber=P00005&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,10452.0
Inter-American Foundation,IDIQ FOR IT SERVICES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00010&modNumber=P00002&idvAgencyID=&idvPIID=20343120D00001&contractType=AWARD,0.0
Inter-American Foundation,IAF OFFICE RELOCATION,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124P00004&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Inter-American Foundation,HUMAN CAPITAL MANAGEMENT AND SUPPORT SERVICES TASK ORDER (HR SUPPORT),3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00027&modNumber=P00002&idvAgencyID=&idvPIID=47QREA23D0003&contractType=AWARD,98872.0
Inter-American Foundation,BRAZIL AUDITING SERVICES IDIQ TASK ORDER,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00031&modNumber=P00002&idvAgencyID=&idvPIID=20343123D00008&contractType=AWARD,0.0
Inter-American Foundation,DIGITAL AND VISUAL COMMUNICATIONS SUPPORT (NEW CONTRACT),3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00022&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA24D0054&contractType=AWARD,156513.0
Inter-American Foundation,GRANT AUDITOR SERVICES IN MEXICO FOR IAF,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00029&modNumber=P00002&idvAgencyID=&idvPIID=20343121D00002&contractType=AWARD,0.0
Inter-American Foundation,"EL SALVADOR, COSTA RICA, AND PANAMA AUDIT IDIQ",3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00014&modNumber=P00001&idvAgencyID=&idvPIID=20343123D00003&contractType=AWARD,0.0
Inter-American Foundation,AUDIT SERVICES FOR GUATEMALA (TASK ORDER #3),3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00018&modNumber=P00001&idvAgencyID=&idvPIID=20343122D00001&contractType=AWARD,0.0
Inter-American Foundation,"AUDIT SERVICES FOR COLOMBIA NEW 5 YEAR SOLICITATION WITH A TOTAL CONTRACT AMOUNT OF $249,935. FIRST TASK ORDER AMOUNT $50,583.",3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00026&modNumber=P00002&idvAgencyID=&idvPIID=20343124D00002&contractType=AWARD,0.0
Inter-American Foundation,TASK ORDER UNDER CONTRACT 20343125D00001 FOR AUDIT SERVICES IN HAITI.,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00001&modNumber=P00001&idvAgencyID=&idvPIID=20343125D00001&contractType=AWARD,0.0
Inter-American Foundation,AUDIT SERVICES FOR AR/CH/UR/PY - TASK ORDER 1,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00035&modNumber=P00002&idvAgencyID=&idvPIID=20343124D00003&contractType=AWARD,0.0
Inter-American Foundation,GRANT AUDIT SERVICES FOR ECUADOR,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00032&modNumber=P00002&idvAgencyID=&idvPIID=20343121D00001&contractType=AWARD,0.0
Inter-American Foundation,BOLIVIA AUDIT SERVICES TASK ORDER #2,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00021&modNumber=P00002&idvAgencyID=&idvPIID=20343123D00006&contractType=AWARD,0.0
Inter-American Foundation,ENTERPRISE NETWORK SERVICES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125F00008&modNumber=P00001&idvAgencyID=&idvPIID=20343125A00001&contractType=AWARD,0.0
Inter-American Foundation,CISCO ISE EQUIPMENT AND LICENSES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343121F00022&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SD60B&contractType=AWARD,0.0
Inter-American Foundation,DELL POWERPROTECT BACKUP SERVICE FOR HYBRID WORKLOADS,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124P00002&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Inter-American Foundation,ADOBE ACROBAT PROFESSIONAL PRO DC AND ADOBE CREATIVE CLOUD LICENSES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00023&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD38B&contractType=AWARD,0.0
Inter-American Foundation,DOMINICAN REPUBLIC AUDIT SERVICES,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124F00034&modNumber=P00002&idvAgencyID=&idvPIID=20343123D00009&contractType=AWARD,0.0
Inter-American Foundation,IT SERVICES (ENTERPRISE NETWORK SERVICES) BPA,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125A00001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,92381.0
Inter-American Foundation,IDIQ LABOR HOUR CONTRACT FOR IN-COUNTRY SUPPORT SERVICES IN HONDURAS,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125D00002&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV,36349.0
Inter-American Foundation,"IDIQ IN-COUNTRY SUPPORT FOR ARGENTINA, CHILE, AND URUGUAY",3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125D00003&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,9990.0
Inter-American Foundation,ENGLISH SPEAKING CARIBBEAN AUDIT IDIQ,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123D00004&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,GRANT COMPLIANCE AUDIT SERVICES IN HONDURAS AND NICARAGUA FOR INTER-AMERICAN FOUNDATION (IAF),3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343122D00002&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,97625.0
Inter-American Foundation,"EL SALVADOR, COSTA RICA, AND PANAMA AUDIT IDIQ",3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123D00003&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,GUATEMALA GRANT AUDIT SERVICES FOR IAF,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343122D00001&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=IDV,29892.0
Inter-American Foundation,GRANT AUDITOR SERVICES IN MEXICO FOR IAF,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343121D00002&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=IDV,6318.0
Inter-American Foundation,BRAZIL AUDITING SERVICES IDIQ,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123D00008&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,22556.0
Inter-American Foundation,GRANT AUDIT SERVICES FOR ECUADOR,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343121D00001&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,8835.0
Inter-American Foundation,PERU AUDIT IDIQ,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123D00005&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,GRANT AUDIT SERVICES IDIQ FOR COLOMBIA,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124D00002&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV,28924.0
Inter-American Foundation,HAITI AUDIT SERVICES,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343125D00001&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV,25620.0
Inter-American Foundation,AUDIT SERVICES FOR AR/CH/UR/PY,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343124D00003&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV,714.0
Inter-American Foundation,BOLIVIA AUDIT IDIQ,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123D00006&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV,7208.0
Inter-American Foundation,DOMINICAN REPUBLIC AUDIT SERVICES IDIQ,3/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343123D00009&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Inter-American Foundation,EVALUATION OF AMERICORPS OFFICE OF REGIONAL OPERATIONS,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20346424F00038&modNumber=P00002&idvAgencyID=&idvPIID=20346422A00003&contractType=AWARD,25000.0
Inter-American Foundation,COPIER LEASES FOR NATIONAL MEDIATION BOARD (NMB),3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343220F00012&modNumber=P00010&idvAgencyID=&idvPIID=GS25F0051S&contractType=AWARD,17550.0
Inter-American Foundation,TO OBTAIN MICROSOFT 365 G5 LICENSES (45),3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20346423F00010&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SD34B&contractType=AWARD,38282.0
Inter-American Foundation,BEYOND TRUST IS A FEDRAMP-AUTHORIZED TOOL FOR HELP DESK LAPTOP SUPPORT.,3/7/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343225F00001&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD25B&contractType=AWARD,47292.0
Inter-American Foundation,AUDIT SUPPORT SERVICES,3/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20346422A00004&modNumber=P00004&idvAgencyID=&idvPIID=GS00F013DA&contractType=IDV,9900000.0
International Assistance Programs,CLIMATE CHANGE TECHNICAL SUPPORT SERVICES FOR MCC PROGRAMS,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332421C0052&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
International Assistance Programs,ANDE SUBSCRIPTION,2/18/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332420P0005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,32400.0
International Assistance Programs,INFRASCOPE,2/19/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332421P0001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,213000.0
International Assistance Programs,E&E NEWS SUBSCRIPTION,2/20/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7700&PIID=77344424F0014&modNumber=P00002&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD,16770.0
International Assistance Programs,INDONESIA II FIT CONSULTING SERVICES.,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332421F0059&modNumber=P00004&idvAgencyID=&idvPIID=95332418A0019&contractType=AWARD,0.0
International Assistance Programs,GSI BPA ORDER - KIRIBATI,3/3/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332422F0078&modNumber=P00003&idvAgencyID=&idvPIID=95332421A0002&contractType=AWARD,0.0
International Assistance Programs,GSI BPA ORDER - SOLOMON ISLANDS,3/4/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332423F0081&modNumber=P00002&idvAgencyID=&idvPIID=95332421A0002&contractType=AWARD,0.0
International Assistance Programs,POLITICAL ECONOMY ANALYSIS,3/5/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332422C0040&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,590743.0
International Assistance Programs,DCO GSI ESP COUNTER-TRAFFICKING IN PERSON (C-TIP) CONSULTING SERVICE,3/10/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332421C0004&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
International Assistance Programs,PART-TIME CLIMATE CONTRACTOR (OCE),3/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7700&PIID=77344424F0171&modNumber=P00002&idvAgencyID=&idvPIID=77344423D0025&contractType=AWARD,0.0
International Assistance Programs,CHIPS CREDIT CONSULTING SERVICES,2/21/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7700&PIID=77344423F0035&modNumber=P00001&idvAgencyID=&idvPIID=77344421A0013&contractType=AWARD,6144725.0
International Assistance Programs,COST ACCOUNTING PROGRAM SUPPORT SERVICES.,2/21/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7700&PIID=77344422F0153&modNumber=P00004&idvAgencyID=&idvPIID=77344422A0012&contractType=AWARD,1266320.0
International Assistance Programs,DPA TOOL AND SUPPORT,2/21/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7700&PIID=77344421C0018&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,976215.0
International Assistance Programs,S&P Ratings Direct,2/21/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7700&PIID=77344422P0008&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,388800.0
International Assistance Programs,SAM REGISTRATION SUPPORT CONTRACTOR,2/21/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7700&PIID=77344422C0020&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,374250.0
International Assistance Programs,HELPS TO ADVANCE AMERICAS FOREIGN POLICY BY PARTNERING WITH PROJECTS THAT CREATE ECONOMIC STABILITY PROTECT SOVEREIGNTY AND ENSURE TRANSPARENCY,2/21/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7700&PIID=77344424F0152&modNumber=0&idvAgencyID=&idvPIID=77344421A0014&contractType=AWARD,174224.0
