AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,OH ST Dept of Mental Health and Addiction Services,State - Rehabilitation Organization (other than criminal),3/7/2025,1104410.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,OH ST Dept of Mental Health and Addiction Services,State - Rehabilitation Organization (other than criminal),3/7/2025,182333.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,IL ST AOIC (ADMIN OFC OF IL COURTS),State - Social Services Department,3/7/2025,7644.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Family and Childrens Association,Private Non-Profit - Other Social Services Organization,3/7/2025,6452.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Family and Childrens Association,Private Non-Profit - Other Social Services Organization,3/7/2025,21755.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,38608.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,4600.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,36100.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,5346.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,108240.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,45446.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,38165.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,28664.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,7141.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,14344.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,36148.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,37133.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,15131.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,19825.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,57246.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Mental Health & Anti-Addiction Serv Adminstration,State - Health Department,3/7/2025,91683.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"TERROS, INC",Private Profit (Large Business) - Supplier Org (svc supplies material equip),3/7/2025,17625.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"TERROS, INC",Private Profit (Large Business) - Supplier Org (svc supplies material equip),3/7/2025,54849.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"TERROS, INC",Private Profit (Large Business) - Supplier Org (svc supplies material equip),3/7/2025,114721.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"TERROS, INC",Private Profit (Large Business) - Supplier Org (svc supplies material equip),3/7/2025,94475.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,SOUTHWESTERN WISCONSIN COMMUNITY ACTION PROGRAM,Private Non-Profit - Community Action Organization,3/7/2025,451.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NAMI NEW HAMPSHIRE,Private Non-Profit - Other Special Interest Organization,3/7/2025,32646.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NAMI NEW HAMPSHIRE,Private Non-Profit - Other Special Interest Organization,3/7/2025,8124.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NAMI NEW HAMPSHIRE,Private Non-Profit - Other Special Interest Organization,3/7/2025,3794.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NAMI NEW HAMPSHIRE,Private Non-Profit - Other Special Interest Organization,3/7/2025,6318.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,PACIFIC CLINICS,Public Non-Profit - Community Action Organization,3/7/2025,78809.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,PACIFIC CLINICS,Public Non-Profit - Community Action Organization,3/7/2025,29942.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,United Way of Broward County,Public Non-Profit - Other Special Interest Organization,3/7/2025,37053.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,United Way of Broward County,Public Non-Profit - Other Special Interest Organization,3/7/2025,8649.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Yes Community Counseling Center,Public Non-Profit - Other Special Interest Organization,3/7/2025,195.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,HEARTLAND FAMILY SERVICE,Private Non-Profit - Other Special Interest Organization,3/7/2025,70726.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Barrington Substance Abuse Task Force,State - Other Special Interest Organization,3/7/2025,1511.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,356747.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,219430.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,356120.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,20000.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,642277.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,645620.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,655789.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,8592782.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,778750.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,426013.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,15298.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,48297.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,8131.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,137621.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,10889.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,GA Dept of Behavioral Health and DE,State - Health Department,3/7/2025,808315.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,740788.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,134650.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,636632.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,2442174.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,31348.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,914.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,16419.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,17202.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,5102.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,34027.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,54661.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,28832.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Health Care Authority,State - Other Health Organization,3/7/2025,575998.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Oaklawn Psychiatric Center Inc,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,81548.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"CO ST Dept of Human Services, Div. of Behavioral Health",State - Health Department,3/7/2025,4762.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NYS Office of Mental Health,State - Health Department,3/7/2025,1140537.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Gang Alternative, Inc.",Private Non-Profit - Other Special Interest Organization,3/7/2025,56508.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"BANYAN COMMUNITY HEALTH CENTER, INC",Private Non-Profit - Health Department,3/7/2025,11202.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"WASHINGTON, COUNTY OF",County - Law Enforcement Agency (including criminal rehabilitation),3/7/2025,12062.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,HORIZON HEALTH AND WELLNESS INC,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,132450.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,HORIZON HEALTH AND WELLNESS INC,"Private Non-Profit - Hospital, Clinic, Health Ctr, Instit, Mental Health Ctr",3/7/2025,337275.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,PA ST Department of Drug and Alcohol Programs,State - Health Department,3/7/2025,15492.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Iowa Department of Human Services,State - Health Department,3/7/2025,29711.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Iowa Department of Human Services,State - Health Department,3/7/2025,12509.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,LINDENHURST COMMUNITY CARES COALITION INC.,Private Non-Profit - Other Special Interest Organization,3/7/2025,13435.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,BEHAVIORAL HEALTH NETWORK OF GREATER ST. LOUIS,Private Non-Profit - Other Special Interest Organization,3/7/2025,15830.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,BEHAVIORAL HEALTH NETWORK OF GREATER ST. LOUIS,Private Non-Profit - Other Special Interest Organization,3/7/2025,73321.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,AMAAD INSTITUTE,Private Non-Profit - Other Special Interest Organization,3/7/2025,58555.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Blossom Sustainable Development,Private Non-Profit - Other Special Interest Organization,3/7/2025,7000.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,RI ST DEPT OF BEHAV HEALTHCARE DEVELOPMENTAL DISAB,State - Other Health Organization,3/7/2025,474.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,RI ST DEPT OF BEHAV HEALTHCARE DEVELOPMENTAL DISAB,State - Other Health Organization,3/7/2025,10.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,RI ST DEPT OF BEHAV HEALTHCARE DEVELOPMENTAL DISAB,State - Other Health Organization,3/7/2025,21.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"ALCOHOL AND DRUG SERVICES OF GUILFORD, INC.",Private Non-Profit - Other Special Interest Organization,3/7/2025,3495.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Jackson County Family Drug Court,State - Other Health Organization,3/7/2025,4779.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Embrace Families Solutions, Inc.",Private Non-Profit - Other Special Interest Organization,3/7/2025,6018.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Volunteers of America Chesapeake, Inc.",Private Non-Profit - Other Special Interest Organization,3/7/2025,15563.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Volunteers of America Chesapeake, Inc.",Private Non-Profit - Other Special Interest Organization,3/7/2025,51850.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Volunteers of America Chesapeake, Inc.",Private Non-Profit - Other Special Interest Organization,3/7/2025,11347.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"ST FRANCOIS, COUNTY OF",County - Planning and Administrative Organization,3/7/2025,936.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Family Guidance Centers, Inc.",Private Non-Profit - Rehabilitation Organization (other than criminal),3/7/2025,43557.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Graham County Substance Abuse Coalition,Private Non-Profit - Other Special Interest Organization,3/7/2025,4500.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Educational Service Unit 2,"Other(Towns,Villages,American Indian Tribe) - Educational Department",3/7/2025,3692.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Educational Service Unit 2,"Other(Towns,Villages,American Indian Tribe) - Educational Department",3/7/2025,237727.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Mental Health, Missouri Department Of",State - Other Social Services Organization,3/7/2025,77623.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Mental Health, Missouri Department Of",State - Other Social Services Organization,3/7/2025,126190.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTHKEY COMMUNITY CARE,Private Non-Profit - Other Social Services Organization,3/7/2025,105740.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,F-M Ambulance Service Inc,Private Non-Profit - Other Special Interest Organization,3/7/2025,4414.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Lake Whatcom Residential & Treatment Center,Public Non-Profit - Other Health Organization,3/7/2025,94453.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Wayne, County Of",County - Social Services Department,3/7/2025,3548.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Southern Tier Rural Integrated Performing Provider Syst,Private Non-Profit - Other Health Organization,3/7/2025,22359.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Nebraska Minority Resource Center,Private Non-Profit - Other Health Organization,3/7/2025,18705.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"Rutgers, The State University Of New Jersey","State - University, College, Jr. College",3/7/2025,15110.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,770456.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,949321.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,652477.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,111415.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,1332.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,57404.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,18127.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,10360.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,81403.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,4515.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,74511.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,1495.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,1756226.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,VETERANS RECOVERY RESOURCES,Private Non-Profit - Other Social Services Organization,3/7/2025,5794.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,REACH MIDLOTHIAN INC,Private Non-Profit - Other Health Organization,3/7/2025,3358.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"PROJECT RENEWAL, INC","Private Nonprofit - Supplier Org (service, supplies, material & equipment)",3/7/2025,36076.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"INTERCAMBIOS PUERTO RICO, INC.",Private Non-Profit - Other Social Services Organization,3/7/2025,31019.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,National Runaway Switchboard,Private Non-Profit - Other Social Services Organization,3/7/2025,17460.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,ROANOKE VALLEY ALLEGHANY REGIONAL COMMISSION,County - Other Special Interest Organization,3/7/2025,35825.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,NORTHEAST BEHAVIORAL HEALTH CORPORATION,Private Non-Profit - Other Health Organization,3/7/2025,85000.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"LYNN COMMUNITY HEALTH, INC",Public Non-Profit - Other Health Organization,3/7/2025,104276.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WRAP INC,Private Non-Profit - Other Special Interest Organization,3/7/2025,15175.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WESTSIDE INFANT-FAMILY NETWORK,Private Non-Profit - Other Health Organization,3/7/2025,50000.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,TURNING POINT BEHAVIORAL HEALTH CARE CENTER,Private Non-Profit - Other Special Interest Organization,3/7/2025,42120.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"EL FUTURO, INC.",Public Non-Profit - Other Health Organization,3/7/2025,688.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"EL FUTURO, INC.",Public Non-Profit - Other Health Organization,3/7/2025,4948.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,JEROME SCHOOL DISTRICT,Special Unit of Govt - School Board and School District,3/7/2025,40223.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,JEROME SCHOOL DISTRICT,Special Unit of Govt - School Board and School District,3/7/2025,551102.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Friends of the Children- Detroit,Public Non-Profit - Other Health Organization,3/7/2025,5193.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"HOME FOR LITTLE WANDERERS, INC, THE",Private Non-Profit - Other Social Services Organization,3/7/2025,3599.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,EL RIO-SANTA CRUZ NEIGHBORHOOD HEALTH CENTER,Private Profit (Large Business) - Other Health Organization,3/7/2025,462320.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,WALKER INC,Private Non-Profit - Other Health Organization,3/7/2025,8963.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,VOLUSIA RECOVERY ALLIANCE INC,Public Non-Profit - Other Special Interest Organization,3/7/2025,18276.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"HEALTH SERVICES, WISCONSIN DEPARTMENT OF",State - Health Department,3/7/2025,98338.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,Disability Rights Texas,"Private Nonprofit - Supplier Org (service, supplies, material & equipment)",3/7/2025,1100.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,146218.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,89343.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,14376.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,1041.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,5600.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,29704.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,212.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"DISABILITIES RIGHTS CENTER, INC",Private Non-Profit - Rehabilitation Organization (other than criminal),3/7/2025,10036.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",State - Social Services Department,3/7/2025,101472.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",State - Social Services Department,3/7/2025,94300.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",State - Social Services Department,3/7/2025,277846.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",State - Social Services Department,3/7/2025,22307.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",State - Social Services Department,3/7/2025,4732.0
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",State - Social Services Department,3/7/2025,4141.0
